complex_name,protein_path,ligand_description,protein_sequence
Clc1c(ccc(c1)C=2SC=NC2)C=3C(=O)N(c4nc(ncc4C3)Nc5ccc(N6CCN(CC6)C)cc5)CC,input/pdb/167.pdb,Clc1c(ccc(c1)C=2SC=NC2)C=3C(=O)N(c4nc(ncc4C3)Nc5ccc(N6CCN(CC6)C)cc5)CC,
Clc1c(cc(cc1)CO)C(=O)C=2c3c(ncc(c3)C=4C=NN(C4)C5CCNCC5)NC2,input/pdb/167.pdb,Clc1c(cc(cc1)CO)C(=O)C=2c3c(ncc(c3)C=4C=NN(C4)C5CCNCC5)NC2,
S1c2c(nc(nc2C=C1)N3CCC(N)CC3)NC4=NNC(=C4)C5CC5,input/pdb/167.pdb,S1c2c(nc(nc2C=C1)N3CCC(N)CC3)NC4=NNC(=C4)C5CC5,
n1c(nccc1NC=2NN=C(C2)C3CC3)NCC4CCC(N)CC4,input/pdb/167.pdb,n1c(nccc1NC=2NN=C(C2)C3CC3)NCC4CCC(N)CC4,
P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,input/pdb/167.pdb,P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,
P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/167.pdb,P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
S1c2c(nc(nc2C=C1)C)NC3=NNC4=C3CN(C(=O)N[C@@H](c5ccccc5)CN(C)C)C4(C)C,input/pdb/167.pdb,S1c2c(nc(nc2C=C1)C)NC3=NNC4=C3CN(C(=O)N[C@@H](c5ccccc5)CN(C)C)C4(C)C,
O=C1N=Cc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7ccc(O)c8)c21)C[C@@H](NC)[C@H]6OC)C,input/pdb/167.pdb,O=C1N=Cc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7ccc(O)c8)c21)C[C@@H](NC)[C@H]6OC)C,
S(=O)(=O)(Nc1ncccc1)c2ccc(N/C=C\3/c4c5SC=Nc5ccc4NC3=O)cc2,input/pdb/167.pdb,S(=O)(=O)(Nc1ncccc1)c2ccc(N/C=C\3/c4c5SC=Nc5ccc4NC3=O)cc2,
Clc1c(ccc(c2nc(cnc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NCCC5CCN(CC5)C)CC,input/pdb/167.pdb,Clc1c(ccc(c2nc(cnc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NCCC5CCN(CC5)C)CC,
Clc1c(ccc(c2nc(ccc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NC)CC5OCC(N)CO5,input/pdb/167.pdb,Clc1c(ccc(c2nc(ccc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NC)CC5OCC(N)CO5,
Clc1c(ccc(N2C(=O)C(=NC=C2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NC)CCCN,input/pdb/167.pdb,Clc1c(ccc(N2C(=O)C(=NC=C2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NC)CCCN,
Clc1ccc(cc1)C(=O)C=2c3c(ncc(c3)C=4C=NN(C4)C5CCNCC5)NC2,input/pdb/167.pdb,Clc1ccc(cc1)C(=O)C=2c3c(ncc(c3)C=4C=NN(C4)C5CCNCC5)NC2,
S(=O)(=O)(c1cc(N2CCOCC2)cc(Nc3nc(N(c4c(ccc(c4)CO)C)C)ccn3)c1)C,input/pdb/167.pdb,S(=O)(=O)(c1cc(N2CCOCC2)cc(Nc3nc(N(c4c(ccc(c4)CO)C)C)ccn3)c1)C,
Clc1c(ccc(c2nc(cnc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NCC)CC5CCC(N)CC5,input/pdb/167.pdb,Clc1c(ccc(c2nc(cnc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NCC)CC5CCC(N)CC5,
n1c(nccc1NC2=NNC(=C2)C3CC3)N[C@H](c4nc5c(NC=C5)cc4)C,input/pdb/167.pdb,n1c(nccc1NC2=NNC(=C2)C3CC3)N[C@H](c4nc5c(NC=C5)cc4)C,
Clc1cc2c(N(c3c(N=C2N[C@@H]4CN(C(=O)NC(C)(C)C)CC4)cc(F)cc3)CC)cc1,input/pdb/172.pdb,Clc1cc2c(N(c3c(N=C2N[C@@H]4CN(C(=O)NC(C)(C)C)CC4)cc(F)cc3)CC)cc1,
Clc1c2NC=Nc2ccc1CNc3nc(NC4=NNC(=C4)C5CC5)ccn3,input/pdb/172.pdb,Clc1c2NC=Nc2ccc1CNc3nc(NC4=NNC(=C4)C5CC5)ccn3,
Clc1cc2c(N(c3c(N=C2N4CCN(CC4)C)cc(F)cc3)CC)cc1,input/pdb/172.pdb,Clc1cc2c(N(c3c(N=C2N4CCN(CC4)C)cc(F)cc3)CC)cc1,
Fc1cc2N=C(N3CCN(CC3)C)c4c(Nc2cc1)ccc(F)c4,input/pdb/172.pdb,Fc1cc2N=C(N3CCN(CC3)C)c4c(Nc2cc1)ccc(F)c4,
O(CCNC1=Nc2c(N1c3nc(ncc3)N)cc(C#CC4(O)CCCCC4)cc2)C,input/pdb/172.pdb,O(CCNC1=Nc2c(N1c3nc(ncc3)N)cc(C#CC4(O)CCCCC4)cc2)C,
Clc1c(ccc(c1)C=2SC=NC2)C=3C(=O)N(c4nc(ncc4C3)Nc5ccc(N6CCN(CC6)C)cc5)CC,input/pdb/172.pdb,Clc1c(ccc(c1)C=2SC=NC2)C=3C(=O)N(c4nc(ncc4C3)Nc5ccc(N6CCN(CC6)C)cc5)CC,
Clc1c(cc(cc1)CO)C(=O)C=2c3c(ncc(c3)C=4C=NN(C4)C5CCNCC5)NC2,input/pdb/172.pdb,Clc1c(cc(cc1)CO)C(=O)C=2c3c(ncc(c3)C=4C=NN(C4)C5CCNCC5)NC2,
S1c2c(nc(nc2C=C1)N3CCC(N)CC3)NC4=NNC(=C4)C5CC5,input/pdb/172.pdb,S1c2c(nc(nc2C=C1)N3CCC(N)CC3)NC4=NNC(=C4)C5CC5,
n1c(nccc1NC=2NN=C(C2)C3CC3)NCC4CCC(N)CC4,input/pdb/172.pdb,n1c(nccc1NC=2NN=C(C2)C3CC3)NCC4CCC(N)CC4,
P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,input/pdb/172.pdb,P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,
P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/172.pdb,P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
S1c2c(nc(nc2C=C1)C)NC3=NNC4=C3CN(C(=O)N[C@@H](c5ccccc5)CN(C)C)C4(C)C,input/pdb/172.pdb,S1c2c(nc(nc2C=C1)C)NC3=NNC4=C3CN(C(=O)N[C@@H](c5ccccc5)CN(C)C)C4(C)C,
O=C1N=Cc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7ccc(O)c8)c21)C[C@@H](NC)[C@H]6OC)C,input/pdb/172.pdb,O=C1N=Cc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7ccc(O)c8)c21)C[C@@H](NC)[C@H]6OC)C,
S(=O)(=O)(Nc1ncccc1)c2ccc(N/C=C\3/c4c5SC=Nc5ccc4NC3=O)cc2,input/pdb/172.pdb,S(=O)(=O)(Nc1ncccc1)c2ccc(N/C=C\3/c4c5SC=Nc5ccc4NC3=O)cc2,
Clc1c(ccc(c2nc(cnc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NCCC5CCN(CC5)C)CC,input/pdb/172.pdb,Clc1c(ccc(c2nc(cnc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NCCC5CCN(CC5)C)CC,
Clc1c(ccc(c2nc(ccc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NC)CC5OCC(N)CO5,input/pdb/172.pdb,Clc1c(ccc(c2nc(ccc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NC)CC5OCC(N)CO5,
Clc1c(ccc(N2C(=O)C(=NC=C2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NC)CCCN,input/pdb/172.pdb,Clc1c(ccc(N2C(=O)C(=NC=C2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NC)CCCN,
Clc1ccc(cc1)C(=O)C=2c3c(ncc(c3)C=4C=NN(C4)C5CCNCC5)NC2,input/pdb/172.pdb,Clc1ccc(cc1)C(=O)C=2c3c(ncc(c3)C=4C=NN(C4)C5CCNCC5)NC2,
S(=O)(=O)(c1cc(N2CCOCC2)cc(Nc3nc(N(c4c(ccc(c4)CO)C)C)ccn3)c1)C,input/pdb/172.pdb,S(=O)(=O)(c1cc(N2CCOCC2)cc(Nc3nc(N(c4c(ccc(c4)CO)C)C)ccn3)c1)C,
Clc1c(ccc(c2nc(cnc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NCC)CC5CCC(N)CC5,input/pdb/172.pdb,Clc1c(ccc(c2nc(cnc2)C)c1)C=3C(=O)N(c4nc(ncc4C3)NCC)CC5CCC(N)CC5,
n1c(nccc1NC2=NNC(=C2)C3CC3)N[C@H](c4nc5c(NC=C5)cc4)C,input/pdb/172.pdb,n1c(nccc1NC2=NNC(=C2)C3CC3)N[C@H](c4nc5c(NC=C5)cc4)C,
O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,input/pdb/193.pdb,O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,
O(c1ccc(cc1)C=2C=NC=3N(N=CC3c4ccncc4)C2)CCN5CCCCC5,input/pdb/193.pdb,O(c1ccc(cc1)C=2C=NC=3N(N=CC3c4ccncc4)C2)CCN5CCCCC5,
O1[C@@]2(N3c4c(cccc4)C5=C3C=6N(c7c(cccc7)C6[C@@H]8[C@@H](O)NC[C@H]58)[C@H]1C[C@@H](NC)[C@H]2OC)C,input/pdb/193.pdb,O1[C@@]2(N3c4c(cccc4)C5=C3C=6N(c7c(cccc7)C6[C@@H]8[C@@H](O)NC[C@H]58)[C@H]1C[C@@H](NC)[C@H]2OC)C,
C/N=C(/c1ccccc1Oc2c(cnc(n2)Nc3cc(c(c(c3)OC)OC)OC)Br)\O,input/pdb/193.pdb,C/N=C(/c1ccccc1Oc2c(cnc(n2)Nc3cc(c(c(c3)OC)OC)OC)Br)\O,
O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,input/pdb/196.pdb,O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,
O(c1ccc(cc1)C=2C=NC=3N(N=CC3c4ccncc4)C2)CCN5CCCCC5,input/pdb/196.pdb,O(c1ccc(cc1)C=2C=NC=3N(N=CC3c4ccncc4)C2)CCN5CCCCC5,
O1[C@@]2(N3c4c(cccc4)C5=C3C=6N(c7c(cccc7)C6[C@@H]8[C@@H](O)NC[C@H]58)[C@H]1C[C@@H](NC)[C@H]2OC)C,input/pdb/196.pdb,O1[C@@]2(N3c4c(cccc4)C5=C3C=6N(c7c(cccc7)C6[C@@H]8[C@@H](O)NC[C@H]58)[C@H]1C[C@@H](NC)[C@H]2OC)C,
C/N=C(/c1ccccc1Oc2c(cnc(n2)Nc3cc(c(c(c3)OC)OC)OC)Br)\O,input/pdb/196.pdb,C/N=C(/c1ccccc1Oc2c(cnc(n2)Nc3cc(c(c(c3)OC)OC)OC)Br)\O,
Clc1c(F)ccc(Cl)c1[C@H](Oc2c(ncc(c2)C=3C=NN(C3)C4CCNCC4)N)C,input/pdb/198.pdb,Clc1c(F)ccc(Cl)c1[C@H](Oc2c(ncc(c2)C=3C=NN(C3)C4CCNCC4)N)C,
Fc1cc2c(cc1)C(=O)N(CC3=NN(C(C#N)=C3c4cnc(N)c(O[C@@H]2C)c4)C)C,input/pdb/198.pdb,Fc1cc2c(cc1)C(=O)N(CC3=NN(C(C#N)=C3c4cnc(N)c(O[C@@H]2C)c4)C)C,
S1C(=NC(=C1c2cnc(N)c(O[C@@H](c3c(N4NC=CN4)ccc(F)c3)C)c2)C)[C@](O)(CO)C,input/pdb/198.pdb,S1C(=NC(=C1c2cnc(N)c(O[C@@H](c3c(N4NC=CN4)ccc(F)c3)C)c2)C)[C@](O)(CO)C,
Cc1cc(nc(n1)N2CCC[C@H]2c3cc(no3)c4c(nccn4)C)Nc5nccs5,input/pdb/198.pdb,Cc1cc(nc(n1)N2CCC[C@H]2c3cc(no3)c4c(nccn4)C)Nc5nccs5,
Clc1cc(Nc2nc(nc3N(C=Nc32)CC)N[C@H]4[C@H](N)CCCC4)ccc1,input/pdb/200.pdb,Clc1cc(Nc2nc(nc3N(C=Nc32)CC)N[C@H]4[C@H](N)CCCC4)ccc1,
Clc1c(c2c3c(c4c(Nc5c4cc(NC=O)cc5)c2)C(=O)NC3=O)cccc1,input/pdb/203.pdb,Clc1c(c2c3c(c4c(Nc5c4cc(NC=O)cc5)c2)C(=O)NC3=O)cccc1,
Clc1c(c2c3c(c4c(N(c5c4cc(O)c(OCCCN(C)C)c5)C)c2)C(=O)NC3=O)cccc1,input/pdb/203.pdb,Clc1c(c2c3c(c4c(N(c5c4cc(O)c(OCCCN(C)C)c5)C)c2)C(=O)NC3=O)cccc1,
Clc1c(c2c3c(c4c(N(c5c4cc(O)c(c5)C(=O)NCCN6CCCC6)C)c2)C(=O)NC3=O)cccc1,input/pdb/203.pdb,Clc1c(c2c3c(c4c(N(c5c4cc(O)c(c5)C(=O)NCCN6CCCC6)C)c2)C(=O)NC3=O)cccc1,
BrC=1c2c(N(C1C(=O)NCCO)C)cc(c3c(Cl)cccc3)c4c2C(=O)NC4=O,input/pdb/203.pdb,BrC=1c2c(N(C1C(=O)NCCO)C)cc(c3c(Cl)cccc3)c4c2C(=O)NC4=O,
O=C(O)CCN1c2c(c3c1ccc(O)c3)c4c(c(c5ccccc5)c2)C(=O)NC4=O,input/pdb/203.pdb,O=C(O)CCN1c2c(c3c1ccc(O)c3)c4c(c(c5ccccc5)c2)C(=O)NC4=O,
Clc1c(c2c3c(c4c(N(C=C4CCO)C)c2)C(=O)NC3=O)cccc1,input/pdb/203.pdb,Clc1c(c2c3c(c4c(N(C=C4CCO)C)c2)C(=O)NC3=O)cccc1,
O=C1NC(=O)c2c(c3ccccc3)cc4Nc5c(c4c21)cc(O)cc5,input/pdb/203.pdb,O=C1NC(=O)c2c(c3ccccc3)cc4Nc5c(c4c21)cc(O)cc5,
O=C1NC(=O)c2c(c3c(OC)cccc3)cc4N(c5c(c4c21)cc(O)cc5)CCCO,input/pdb/203.pdb,O=C1NC(=O)c2c(c3c(OC)cccc3)cc4N(c5c(c4c21)cc(O)cc5)CCCO,
Clc1c(OC)cc(Nc2c(C#N)cnc3c2cc(OC)c(OCCCN4CCN(CC4)C)c3)c(Cl)c1,input/pdb/203.pdb,Clc1c(OC)cc(Nc2c(C#N)cnc3c2cc(OC)c(OCCCN4CCN(CC4)C)c3)c(Cl)c1,
Clc1c(OC)c(Cl)cc(Nc2c(C#N)cnc3c2cc(OC)c(OCCCN4CCN(CC4)C)c3)c1,input/pdb/203.pdb,Clc1c(OC)c(Cl)cc(Nc2c(C#N)cnc3c2cc(OC)c(OCCCN4CCN(CC4)C)c3)c1,
O=C(NC)C1=NN(C=2c3nc(ncc3CC(C21)(C)C)Nc4ccc(N5CCN(CC5)C)cc4)C,input/pdb/203.pdb,O=C(NC)C1=NN(C=2c3nc(ncc3CC(C21)(C)C)Nc4ccc(N5CCN(CC5)C)cc4)C,
FC(F)(F)c1c(nc(nc1)Nc2cc3c(cc2)[C@H]4N(C(=O)CNC(=O)C)[C@@H]3CC4)NC5CCC5,input/pdb/203.pdb,FC(F)(F)c1c(nc(nc1)Nc2cc3c(cc2)[C@H]4N(C(=O)CNC(=O)C)[C@@H]3CC4)NC5CCC5,
O=C1N(N(c2nc(ncc21)Nc3ccc(N4CCN(CC4)C)cc3)c5nc(ccc5)C(O)(C)C)CC=C,input/pdb/203.pdb,O=C1N(N(c2nc(ncc21)Nc3ccc(N4CCN(CC4)C)cc3)c5nc(ccc5)C(O)(C)C)CC=C,
Clc1c(c(Cl)ccc1)C=2C(=O)N(c3nc(ncc3C2)Nc4ccc(OCCN(CC)CC)cc4)C,input/pdb/203.pdb,Clc1c(c(Cl)ccc1)C=2C(=O)N(c3nc(ncc3C2)Nc4ccc(OCCN(CC)CC)cc4)C,
CC(C)(c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(c(c4)Cl)N5CCN(CC5)C)C(=O)N2CC=C)O,input/pdb/203.pdb,CC(C)(c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(c(c4)Cl)N5CCN(CC5)C)C(=O)N2CC=C)O,
CC(C)(c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(cc4)N5CCOCC5)C(=O)N2CC=C)O,input/pdb/203.pdb,CC(C)(c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(cc4)N5CCOCC5)C(=O)N2CC=C)O,
C[C@@H](c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(cc4)N5CCN(CC5)C)C(=O)N2CC=C)O,input/pdb/203.pdb,C[C@@H](c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(cc4)N5CCN(CC5)C)C(=O)N2CC=C)O,
CN1CCN(CC1)c2ccc(cc2)Nc3ncc4c(n3)N(N(C4=O)CC=C)c5cccc(n5)[C@@H](C(F)(F)F)O,input/pdb/203.pdb,CN1CCN(CC1)c2ccc(cc2)Nc3ncc4c(n3)N(N(C4=O)CC=C)c5cccc(n5)[C@@H](C(F)(F)F)O,
C[C@H](c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(cc4)N5CCN(CC5)C)C(=O)N2CC=C)O,input/pdb/203.pdb,C[C@H](c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(cc4)N5CCN(CC5)C)C(=O)N2CC=C)O,
CC(C)(c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(c(c4)F)N5CCN(CC5)C)C(=O)N2CC=C)O,input/pdb/203.pdb,CC(C)(c1cccc(n1)N2c3c(cnc(n3)Nc4ccc(c(c4)F)N5CCN(CC5)C)C(=O)N2CC=C)O,
CCC1(C=Cc2c1nc(cc2)N3c4c(cnc(n4)Nc5ccc(cc5)N6CCN(CC6)C)C(=O)N3CC=C)O,input/pdb/203.pdb,CCC1(C=Cc2c1nc(cc2)N3c4c(cnc(n4)Nc5ccc(cc5)N6CCN(CC6)C)C(=O)N3CC=C)O,
P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/230.pdb,P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
S(=O)(=O)(NC)c1ccc(Nc2nc(N[C@H]3[C@H](N(C)C)CCC3)c(cn2)C(F)(F)F)cc1,input/pdb/230.pdb,S(=O)(=O)(NC)c1ccc(Nc2nc(N[C@H]3[C@H](N(C)C)CCC3)c(cn2)C(F)(F)F)cc1,
P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,input/pdb/230.pdb,P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,
S1(=O)(=O)N(c2c(cc(c3ccc(cc3)C(=O)N4CCC(CCO)CC4)cc2)C=5NN=CC15)C,input/pdb/230.pdb,S1(=O)(=O)N(c2c(cc(c3ccc(cc3)C(=O)N4CCC(CCO)CC4)cc2)C=5NN=CC15)C,
S(=O)(=O)(N(c1ncccc1CNc2c(C#N)cnc3NC(c4ccccc4)=Cc32)C)C,input/pdb/230.pdb,S(=O)(=O)(N(c1ncccc1CNc2c(C#N)cnc3NC(c4ccccc4)=Cc32)C)C,
O(c1c(OC)cc(Nc2nc3N(c4ncccc4)C=Cc3cn2)cc1OC)C,input/pdb/230.pdb,O(c1c(OC)cc(Nc2nc3N(c4ncccc4)C=Cc3cn2)cc1OC)C,
S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/230.pdb,S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,
O=C(Nc1ccc(N2c3ncnc(N)c3N=C2)cc1)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,input/pdb/230.pdb,O=C(Nc1ccc(N2c3ncnc(N)c3N=C2)cc1)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,
O=C(Nc1ccc(c2cnccc2)cc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,input/pdb/230.pdb,O=C(Nc1ccc(c2cnccc2)cc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,
C[NH+]1CCC(CC1)NC(=O)c2ccc(c(c2)OC)Nc3ncc(c(n3)Oc4cccc5c4C(=O)CC5)C(F)(F)F,input/pdb/230.pdb,C[NH+]1CCC(CC1)NC(=O)c2ccc(c(c2)OC)Nc3ncc(c(n3)Oc4cccc5c4C(=O)CC5)C(F)(F)F,
S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/230.pdb,S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2)Nc3cc4c(NC(=O)C4)cc3)C)C,
FC(F)(F)c1c(nc(nc1)Nc2cc3c(NC(=O)C3)cc2)NCc4cnccc4,input/pdb/230.pdb,FC(F)(F)c1c(nc(nc1)Nc2cc3c(NC(=O)C3)cc2)NCc4cnccc4,
S(=O)(=O)(N(c1ncccc1C=Nc2nc(ncc2C(F)(F)F)Nc3ccccc3)C)C,input/pdb/230.pdb,S(=O)(=O)(N(c1ncccc1C=Nc2nc(ncc2C(F)(F)F)Nc3ccccc3)C)C,
S(=O)(=O)(N(c1c(cccc1)C=Nc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/230.pdb,S(=O)(=O)(N(c1c(cccc1)C=Nc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,
S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)CC4)cc3)C)C,input/pdb/230.pdb,S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)CC4)cc3)C)C,
S(=O)(=O)(c1cc(ccc1)CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)CC4)cc3)C,input/pdb/230.pdb,S(=O)(=O)(c1cc(ccc1)CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)CC4)cc3)C,
P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/240.pdb,P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
S(=O)(=O)(NC)c1ccc(Nc2nc(N[C@H]3[C@H](N(C)C)CCC3)c(cn2)C(F)(F)F)cc1,input/pdb/240.pdb,S(=O)(=O)(NC)c1ccc(Nc2nc(N[C@H]3[C@H](N(C)C)CCC3)c(cn2)C(F)(F)F)cc1,
P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,input/pdb/240.pdb,P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,
S1(=O)(=O)N(c2c(cc(c3ccc(cc3)C(=O)N4CCC(CCO)CC4)cc2)C=5NN=CC15)C,input/pdb/240.pdb,S1(=O)(=O)N(c2c(cc(c3ccc(cc3)C(=O)N4CCC(CCO)CC4)cc2)C=5NN=CC15)C,
S(=O)(=O)(N(c1ncccc1CNc2c(C#N)cnc3NC(c4ccccc4)=Cc32)C)C,input/pdb/240.pdb,S(=O)(=O)(N(c1ncccc1CNc2c(C#N)cnc3NC(c4ccccc4)=Cc32)C)C,
O(c1c(OC)cc(Nc2nc3N(c4ncccc4)C=Cc3cn2)cc1OC)C,input/pdb/240.pdb,O(c1c(OC)cc(Nc2nc3N(c4ncccc4)C=Cc3cn2)cc1OC)C,
S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/240.pdb,S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,
O=C(Nc1ccc(N2c3ncnc(N)c3N=C2)cc1)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,input/pdb/240.pdb,O=C(Nc1ccc(N2c3ncnc(N)c3N=C2)cc1)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,
O=C(Nc1ccc(c2cnccc2)cc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,input/pdb/240.pdb,O=C(Nc1ccc(c2cnccc2)cc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,
C[NH+]1CCC(CC1)NC(=O)c2ccc(c(c2)OC)Nc3ncc(c(n3)Oc4cccc5c4C(=O)CC5)C(F)(F)F,input/pdb/240.pdb,C[NH+]1CCC(CC1)NC(=O)c2ccc(c(c2)OC)Nc3ncc(c(n3)Oc4cccc5c4C(=O)CC5)C(F)(F)F,
S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/240.pdb,S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2)Nc3cc4c(NC(=O)C4)cc3)C)C,
FC(F)(F)c1c(nc(nc1)Nc2cc3c(NC(=O)C3)cc2)NCc4cnccc4,input/pdb/240.pdb,FC(F)(F)c1c(nc(nc1)Nc2cc3c(NC(=O)C3)cc2)NCc4cnccc4,
S(=O)(=O)(N(c1ncccc1C=Nc2nc(ncc2C(F)(F)F)Nc3ccccc3)C)C,input/pdb/240.pdb,S(=O)(=O)(N(c1ncccc1C=Nc2nc(ncc2C(F)(F)F)Nc3ccccc3)C)C,
S(=O)(=O)(N(c1c(cccc1)C=Nc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/240.pdb,S(=O)(=O)(N(c1c(cccc1)C=Nc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,
